,0,1
0,10.0,0.006246328353881836
1,20.0,0.0128631591796875
2,30.0,0.019077539443969727
3,40.0,0.028391361236572266
4,50.0,0.030956268310546875
5,60.0,0.03331422805786133
6,70.0,0.04037022590637207
7,80.0,0.04506206512451172
8,90.0,0.05032825469970703
9,100.0,0.058960676193237305
10,110.0,0.07037925720214844
11,120.0,0.06986618041992188
12,130.0,0.07417845726013184
13,140.0,0.08483123779296875
14,150.0,0.09224486351013184
15,160.0,0.10240578651428223
16,170.0,0.09197378158569336
17,180.0,0.10815000534057617
18,190.0,0.10355663299560547
19,200.0,0.12063837051391602
20,210.0,0.11541533470153809
21,220.0,0.12102413177490234
22,230.0,0.14654994010925293
23,240.0,0.139892578125
24,250.0,0.1367802619934082
25,260.0,0.16271233558654785
26,270.0,0.16913771629333496
27,280.0,0.16320395469665527
28,290.0,0.18386220932006836
29,300.0,0.17817306518554688
30,310.0,0.19209837913513184
31,320.0,0.19593238830566406
32,330.0,0.20615506172180176
33,340.0,0.20020508766174316
34,350.0,0.22402191162109375
35,360.0,0.25966525077819824
36,370.0,0.23157715797424316
37,380.0,0.2550392150878906
38,390.0,0.2818319797515869
39,400.0,0.30251193046569824
40,410.0,0.29396843910217285
41,420.0,0.26041173934936523
42,430.0,0.2593977451324463
43,440.0,0.2639446258544922
44,450.0,0.3357977867126465
45,460.0,0.3614015579223633
46,470.0,0.38062477111816406
47,480.0,0.3980519771575928
48,490.0,0.4254939556121826
49,500.0,0.3757157325744629
50,510.0,0.4052464962005615
51,520.0,0.4136624336242676
52,530.0,0.4175088405609131
53,540.0,0.418445348739624
54,550.0,0.3662281036376953
55,560.0,0.36400890350341797
56,570.0,0.3557894229888916
57,580.0,0.3465754985809326
58,590.0,0.3490638732910156
59,600.0,0.36328768730163574
60,610.0,0.3695189952850342
61,620.0,0.3738276958465576
62,630.0,0.38782429695129395
63,640.0,0.3594386577606201
64,650.0,0.39226818084716797
65,660.0,0.5149879455566406
66,670.0,0.5597476959228516
67,680.0,0.5325412750244141
68,690.0,0.5358831882476807
69,700.0,0.5464458465576172
70,710.0,0.5649962425231934
71,720.0,0.5809907913208008
72,730.0,0.5074770450592041
73,740.0,0.4770698547363281
74,750.0,0.42893457412719727
75,760.0,0.46123456954956055
76,770.0,0.47545313835144043
77,780.0,0.4702792167663574
78,790.0,0.46625518798828125
79,800.0,0.4864335060119629
80,810.0,0.49976539611816406
81,820.0,0.6175537109375
82,830.0,0.6559417247772217
83,840.0,0.6547157764434814
84,850.0,0.7229728698730469
85,860.0,0.6816079616546631
86,870.0,0.6727733612060547
87,880.0,0.5524089336395264
88,890.0,0.5334422588348389
89,900.0,0.5497739315032959
90,910.0,0.5297861099243164
91,920.0,0.5599493980407715
92,930.0,0.563906192779541
93,940.0,0.5750935077667236
94,950.0,0.7510490417480469
95,960.0,0.740081787109375
96,970.0,0.7520177364349365
97,980.0,0.7938246726989746
98,990.0,0.7734072208404541
99,1000.0,0.6536452770233154
100,1010.0,0.6130058765411377
101,1020.0,0.6065418720245361
102,1030.0,0.6086101531982422
103,1040.0,0.6262001991271973
104,1050.0,0.624154806137085
105,1060.0,0.6557824611663818
106,1070.0,0.8340556621551514
107,1080.0,0.8564624786376953
108,1090.0,0.8870012760162354
109,1100.0,0.8787441253662109
110,1110.0,0.754492998123169
111,1120.0,0.6836585998535156
112,1130.0,0.6964507102966309
113,1140.0,0.6776995658874512
114,1150.0,0.707263708114624
115,1160.0,0.6700737476348877
116,1170.0,0.8663806915283203
117,1180.0,0.9405336380004883
118,1190.0,0.9231407642364502
119,1200.0,0.986332893371582
120,1210.0,0.8565082550048828
121,1220.0,0.7313497066497803
122,1230.0,0.7272369861602783
123,1240.0,0.7307090759277344
124,1250.0,0.7346968650817871
125,1260.0,0.729320764541626
126,1270.0,1.066655158996582
127,1280.0,0.9950461387634277
128,1290.0,1.0261504650115967
129,1300.0,1.0227653980255127
130,1310.0,0.781212568283081
131,1320.0,0.7935733795166016
132,1330.0,0.7985880374908447
133,1340.0,0.8083012104034424
134,1350.0,0.8652286529541016
135,1360.0,1.0522902011871338
136,1370.0,1.0913536548614502
137,1380.0,1.091224193572998
138,1390.0,0.9900290966033936
139,1400.0,0.813934326171875
140,1410.0,0.8194396495819092
141,1420.0,0.8263108730316162
142,1430.0,0.8524072170257568
143,1440.0,1.1767017841339111
144,1450.0,1.1469817161560059
145,1460.0,1.0982069969177246
146,1470.0,1.1101438999176025
147,1480.0,0.8882021903991699
148,1490.0,0.8974976539611816
149,1500.0,0.8999810218811035
150,1510.0,0.8885612487792969
151,1520.0,1.078805923461914
152,1530.0,1.18638277053833
153,1540.0,1.2013187408447266
154,1550.0,1.117741346359253
155,1560.0,0.9398915767669678
156,1570.0,0.921595573425293
157,1580.0,0.950401782989502
158,1590.0,1.0030412673950195
159,1600.0,1.290161371231079
160,1610.0,1.2563817501068115
161,1620.0,1.2519655227661133
162,1630.0,0.9973335266113281
163,1640.0,0.9887306690216064
164,1650.0,1.0006918907165527
165,1660.0,0.9818525314331055
166,1670.0,1.2712831497192383
167,1680.0,1.2835559844970703
168,1690.0,1.3559207916259766
169,1700.0,1.0624232292175293
170,1710.0,1.0310580730438232
171,1720.0,1.0395078659057617
172,1730.0,1.0370965003967285
173,1740.0,1.3152735233306885
174,1750.0,1.3807425498962402
175,1760.0,1.3744451999664307
176,1770.0,1.063037395477295
177,1780.0,1.0653998851776123
178,1790.0,1.0862929821014404
179,1800.0,1.197204351425171
180,1810.0,1.388110876083374
181,1820.0,1.467987060546875
182,1830.0,1.2862491607666016
183,1840.0,1.0859441757202148
184,1850.0,1.1490764617919922
185,1860.0,1.1007609367370605
186,1870.0,1.4385361671447754
187,1880.0,1.5246543884277344
188,1890.0,1.4151134490966797
189,1900.0,1.1252176761627197
190,1910.0,1.120398998260498
191,1920.0,1.1172139644622803
192,1930.0,1.4383645057678223
193,1940.0,1.520707368850708
194,1950.0,1.5273704528808594
195,1960.0,1.1800811290740967
196,1970.0,1.2087643146514893
197,1980.0,1.2100458145141602
198,1990.0,1.4932305812835693
199,2000.0,1.5828132629394531
200,2010.0,1.496211051940918
201,2020.0,1.2611467838287354
202,2030.0,1.2149748802185059
203,2040.0,1.1906912326812744
204,2050.0,1.5942542552947998
205,2060.0,1.601433277130127
206,2070.0,1.4509384632110596
207,2080.0,1.2342290878295898
208,2090.0,1.2714903354644775
209,2100.0,1.3766307830810547
210,2110.0,1.7100894451141357
211,2120.0,1.7360894680023193
212,2130.0,1.3044071197509766
213,2140.0,1.2781178951263428
214,2150.0,1.3127470016479492
215,2160.0,1.6204462051391602
216,2170.0,1.745356559753418
217,2180.0,1.515016794204712
218,2190.0,1.3384342193603516
219,2200.0,1.3437895774841309
220,2210.0,1.3229596614837646
221,2220.0,1.333012580871582
222,2230.0,1.341674566268921
223,2240.0,1.3818199634552002
224,2250.0,1.3322596549987793
225,2260.0,1.351536512374878
226,2270.0,1.3815760612487793
227,2280.0,1.4016051292419434
228,2290.0,1.3998446464538574
229,2300.0,1.3889036178588867
230,2310.0,1.4051933288574219
231,2320.0,1.3597033023834229
232,2330.0,1.8502907752990723
233,2340.0,2.1296329498291016
234,2350.0,1.9323091506958008
235,2360.0,1.9704139232635498
236,2370.0,1.6379036903381348
237,2380.0,1.4435112476348877
238,2390.0,1.5150401592254639
239,2400.0,1.8845102787017822
240,2410.0,1.9209306240081787
241,2420.0,1.4560580253601074
242,2430.0,1.4878673553466797
243,2440.0,1.6327428817749023
244,2450.0,1.9316368103027344
245,2460.0,1.8535475730895996
246,2470.0,1.4695005416870117
247,2480.0,1.4994721412658691
248,2490.0,1.497368335723877
249,2500.0,1.5050134658813477
250,2510.0,1.5012872219085693
251,2520.0,1.5302424430847168
252,2530.0,1.542001485824585
253,2540.0,1.7135238647460938
254,2550.0,2.2329368591308594
255,2560.0,2.0999996662139893
256,2570.0,2.0577337741851807
257,2580.0,1.8894689083099365
258,2590.0,1.580047607421875
259,2600.0,1.5563695430755615
260,2610.0,1.5744805335998535
261,2620.0,1.5803306102752686
262,2630.0,1.5880577564239502
263,2640.0,1.6081435680389404
264,2650.0,1.5983526706695557
265,2660.0,1.6151683330535889
266,2670.0,1.6121540069580078
267,2680.0,1.8138833045959473
268,2690.0,2.3911447525024414
269,2700.0,2.1954851150512695
270,2710.0,2.1554031372070312
271,2720.0,1.765864610671997
272,2730.0,1.7955658435821533
273,2740.0,1.9523844718933105
274,2750.0,2.3792574405670166
275,2760.0,1.8503806591033936
276,2770.0,1.6529037952423096
277,2780.0,1.792062520980835
278,2790.0,2.204136371612549
279,2800.0,2.0021350383758545
280,2810.0,1.6859588623046875
281,2820.0,1.7469074726104736
282,2830.0,2.238882064819336
283,2840.0,2.0836973190307617
284,2850.0,1.7524011135101318
285,2860.0,1.7331037521362305
286,2870.0,1.7691287994384766
287,2880.0,1.802137851715088
288,2890.0,1.7466378211975098
289,2900.0,1.7756099700927734
290,2910.0,1.7704789638519287
291,2920.0,1.782057762145996
292,2930.0,1.9140326976776123
293,2940.0,2.518523931503296
294,2950.0,2.4005284309387207
295,2960.0,2.3263370990753174
296,2970.0,1.8300960063934326
297,2980.0,1.779714584350586
298,2990.0,1.8548557758331299
299,3000.0,1.8224668502807617
300,3010.0,1.8697009086608887
301,3020.0,1.8733501434326172
302,3030.0,1.8360741138458252
303,3040.0,1.8420872688293457
304,3050.0,1.9161958694458008
305,3060.0,2.373953104019165
306,3070.0,2.1629080772399902
307,3080.0,1.9019033908843994
308,3090.0,2.059404134750366
309,3100.0,2.460655689239502
310,3110.0,2.0416555404663086
311,3120.0,1.8968684673309326
312,3130.0,2.2563507556915283
313,3140.0,2.5079243183135986
314,3150.0,1.8900938034057617
315,3160.0,1.9320597648620605
316,3170.0,1.9567747116088867
317,3180.0,1.9589111804962158
318,3190.0,1.9690604209899902
319,3200.0,1.9158706665039062
320,3210.0,2.6102254390716553
321,3220.0,2.6596457958221436
322,3230.0,2.448253631591797
323,3240.0,2.7467329502105713
324,3250.0,2.7420597076416016
325,3260.0,2.6203091144561768
326,3270.0,2.1054694652557373
327,3280.0,1.9937636852264404
328,3290.0,2.482980251312256
329,3300.0,2.450752019882202
